3, 0.000107
6, 0.000379
9, 0.000786
12, 0.001630
15, 0.002118
18, 0.003288
21, 0.004286
24, 0.005490
27, 0.006750
30, 0.008261
33, 0.010538
36, 0.012198
39, 0.014363
42, 0.017159
45, 0.018894
48, 0.021349
51, 0.024706
54, 0.026919
57, 0.029984
60, 0.033194
63, 0.037154
66, 0.040081
69, 0.043623
72, 0.047801
75, 0.051412
78, 0.057458
81, 0.059833
84, 0.065494
87, 0.070148
90, 0.074670
93, 0.080278
96, 0.084008
99, 0.089788
102, 0.095110
105, 0.101283
108, 0.106949
111, 0.114175
114, 0.117754
117, 0.125685
120, 0.135280
123, 0.140704
126, 0.144168
129, 0.150580
132, 0.158445
135, 0.165037
138, 0.217486
141, 0.179682
144, 0.187427
147, 0.196277
150, 0.216117
153, 0.213914
156, 0.219757
159, 0.276414
162, 0.239973
165, 0.247020
168, 0.256483
171, 0.265201
174, 0.274364
177, 0.284097
180, 0.294179
183, 0.302281
186, 0.313745
189, 0.323791
192, 0.331762
195, 0.367756
198, 0.364904
201, 0.369938
204, 0.377751
207, 0.386450
210, 0.484418
213, 0.410556
216, 0.427032
219, 0.431276
222, 0.451093
225, 0.458662
228, 0.467194
231, 0.484149
234, 0.499136
237, 0.511675
240, 0.516916
243, 0.530420
246, 0.549971
249, 0.560463
252, 0.586251
255, 0.587634
258, 0.637606
261, 0.611409
264, 0.625743
267, 0.649051
270, 0.657336
273, 0.671750
276, 0.697347
279, 0.700776
282, 0.753228
285, 0.730100
288, 0.750096
291, 0.761180
294, 0.775573
297, 0.791969
300, 0.852111
303, 0.833882
306, 0.839300
309, 0.858657
312, 0.876708
315, 0.900696
318, 0.907306
321, 0.924490
324, 0.946176
327, 0.959494
330, 0.974898
333, 1.072584
336, 1.010759
339, 1.054226
342, 1.082583
345, 1.070219
348, 1.134322
351, 1.107868
354, 1.191209
357, 1.142502
360, 1.220720
363, 1.183354
366, 1.207333
369, 1.229466
372, 1.239950
375, 1.293996
378, 1.291884
381, 1.299577
384, 1.356637
387, 1.341979
390, 1.364372
393, 1.454367
396, 1.452531
399, 1.426539
402, 1.453968
405, 1.476493
408, 1.550351
411, 1.513268
414, 1.594248
417, 1.568104
420, 1.600327
423, 1.632920
426, 2.003184
429, 1.655634
432, 1.670200
435, 1.768126
438, 1.728634
441, 1.751236
444, 1.768841
447, 1.793705
450, 1.836490
453, 1.850926
456, 1.864726
459, 1.888069
462, 1.911658
465, 1.942506
468, 1.970294
471, 1.988080
474, 2.050666
477, 2.067746
480, 2.083704
483, 2.102820
486, 2.121299
489, 2.348633
492, 2.206918
495, 2.265567
498, 2.219875
501, 2.288978
504, 2.275222
507, 2.367176
510, 2.368905
513, 2.360591
516, 2.895964
519, 2.511858
522, 2.508541
525, 2.712125
528, 2.587022
531, 2.641384
534, 2.894064
537, 2.589688
540, 2.815081
543, 2.823250
546, 2.750648
549, 2.907958
552, 2.738003
555, 2.775085
558, 2.795438
561, 2.847271
564, 2.875752
567, 3.069758
570, 2.921257
573, 3.011033
576, 2.982926
579, 3.078027
582, 3.079329
585, 3.098467
588, 3.095645
591, 3.129549
594, 3.161371
597, 3.195202
600, 3.237745
603, 3.280043
606, 3.583980
609, 3.356689
612, 3.418365
615, 3.386900
618, 3.464540
621, 3.495808
624, 3.528908
627, 3.564737
630, 4.117793
633, 3.641676
636, 3.634157
639, 3.657931
642, 3.719381
645, 3.736776
648, 3.772037
651, 3.800819
654, 3.959336
657, 3.919533
660, 3.917375
663, 4.105658
666, 4.008322
669, 4.278684
672, 4.063042
675, 4.121669
678, 4.129632
681, 4.337456
684, 4.192686
687, 4.226848
690, 4.285092
693, 4.304841
696, 4.336574
699, 4.410004
702, 4.409540
705, 4.484352
708, 4.518551
711, 4.532650
714, 4.707918
717, 4.637459
720, 4.645893
723, 4.706991
726, 4.725448
729, 4.778137
732, 5.802434
735, 4.862467
738, 4.911459
741, 4.913382
744, 4.961012
747, 5.011877
750, 5.061161
753, 5.112884
756, 5.114866
759, 5.171867
762, 5.213132
765, 5.269660
768, 5.304185
771, 5.330302
774, 5.424105
777, 6.214031
780, 5.494845
783, 5.921711
786, 5.526255
789, 5.821839
792, 5.683917
795, 6.311717
798, 5.723888
801, 5.766805
804, 6.170607
807, 5.843531
810, 5.876662
813, 6.080653
816, 5.981129
819, 6.010393
822, 6.071843
825, 6.111114
828, 6.184524
831, 6.219296
834, 6.242241
837, 6.381372
840, 7.677991
843, 6.419536
846, 6.438818
849, 6.566819
852, 6.525884
855, 6.582848
858, 6.774042
861, 6.739838
864, 6.778626
867, 6.863823
870, 6.887958
873, 6.848800
876, 6.880046
879, 7.041475
882, 7.004244
885, 7.598615
888, 7.279215
891, 7.433607
894, 7.188687
897, 7.310040
900, 8.418118
903, 7.317811
906, 7.540495
909, 7.397699
912, 8.471676
915, 7.621913
918, 7.654517
921, 7.787654
924, 7.698497
927, 7.747497
930, 7.871173
933, 7.826006
936, 7.864502
939, 7.947351
942, 8.150086
945, 8.277487
948, 8.359318
951, 8.103506
954, 9.057655
957, 8.251267
960, 8.336631
963, 8.370329
966, 8.530990
969, 8.487369
972, 8.603204
975, 8.630058
978, 8.567239
981, 8.661137
984, 8.694486
987, 8.724509
990, 8.775804
993, 9.173735
996, 9.666552
999, 8.965763
